100621      0.07     21.6      0.542   1
111123      12.      24.6      3.1516  0 
120118      3.25     18.6      2.943   1
120722     10.3      23.6      0.959   1
120923      1.4      24.       8       0
120805      0.25     20.9      2.8     1
120923      18.5     23.       8       0
130131      16.      24.       2.539   0
100424      7.7      23.4      2.465   0
